name,tag_type,source
Vaishnavi Serene,landuse:residential,osm
Arched Avenue,highway:residential,osm
Bima College Road,highway:service,osm
Pearl Park Apartments,landuse:residential,osm
Kaveri Street,highway:residential,osm
Thambhuchetty Road,highway:residential,osm
Dodda Kempaiah Layout Road,highway:residential,osm
Sahasra Grand Apartments,landuse:residential,osm
Carol Street,highway:residential,osm
Union Street,highway:residential,osm
Bairavi Cruz Luxor,landuse:residential,osm
Solitaire Residency Apartments,landuse:residential,osm
DS Max Sparkle Nest,landuse:residential,osm
Vigneshwara Cedar Woods,landuse:residential,osm
Preethi Woods Apartments,landuse:residential,osm
Regency Magnum,landuse:residential,osm
Ashoka Legend,landuse:residential,osm
Elegant Mount Sinai,landuse:residential,osm
Classic Royale Garden,landuse:residential,osm
Regency La Majada,landuse:residential,osm
Aparna Elina,landuse:residential,osm
Zen Indraprastha,landuse:residential,osm
Unishire Terraza,landuse:residential,osm
Hanging Gardens,landuse:residential,osm
Gopalan Aqua,landuse:residential,osm
Adithya Desai Orchid,landuse:residential,osm
Disha Courtyard,landuse:residential,osm
Alembic Urban Forest,landuse:residential,osm
Marvel Sequoia,landuse:residential,osm
SV Legacy,landuse:residential,osm
NR Windgates,landuse:residential,osm
Unishire Verzure,landuse:residential,osm
Mother Dairy Circle Flyover,highway:secondary,osm
NCC Urban ParkView,landuse:residential,osm
Hiranandani Apartments,landuse:residential,osm
ds max silver nest,landuse:residential,osm
Multi Infinite Apartments,landuse:residential,osm
Divya MSR Gateway,landuse:residential,osm
RMZ Galleria Residences,landuse:residential,osm
Arvind Skylands,landuse:residential,osm
Nitesh Napa Valley,landuse:residential,osm
NCC Misty Woods,landuse:residential,osm
Century Artizan,landuse:residential,osm
NCC Urban Mayfair,landuse:residential,osm
Prestige Montecarlo,landuse:residential,osm
Kailash BDA Apartments,landuse:residential,osm
Karle Zenith,landuse:residential,osm
Karle Vario,landuse:residential,osm
HM Grandeur,landuse:residential,osm
Wilasa Grand Villaments,landuse:residential,osm
Prestige Falcon City,landuse:residential,osm
SLV Splendor,landuse:residential,osm
Sobha Indraprastha,landuse:residential,osm
Seshadri Road,highway:residential,osm
Belvedere Court,landuse:residential,osm
Prestige Spencer Heights,landuse:residential,osm
Brigade Coronet,landuse:residential,osm
Suvilas,landuse:residential,osm
Embassy Woods,landuse:residential,osm
Regency Aura,landuse:residential,osm
Brigade Legacy,landuse:residential,osm
Pebble Bay Internal Road,highway:residential,osm
Prestige Fairfield,landuse:residential,osm
Achala Guru Seva Mata Road,highway:residential,osm
Taralaya Road,highway:residential,osm
Opposite to Govt School,highway:residential,osm
"3rd Main Road, Bethelnagar",highway:residential,osm
"1st A Main, Bestcounty2",highway:residential,osm
Kaveri Layout Block-B,highway:residential,osm
Enrich Gardenia Layout Road,highway:residential,osm
NRI Layout Main Road,highway:tertiary,osm
Rajus Road,highway:residential,osm
Jasmine Street Road,highway:residential,osm
Sharavathi Road,highway:residential,osm
LGCL Beautiful World,landuse:residential,osm
Nitesh Wimbeldon Park,landuse:residential,osm
La Palazzo,landuse:residential,osm
Sobha Infinia,landuse:residential,osm
Esteem Royale Deluxe,landuse:residential,osm
G:Corp Residences,landuse:residential,osm
Prestige Pine Wood,landuse:residential,osm
Prestige Silver Crest,landuse:residential,osm
Bens Royal Woods Road,highway:tertiary,osm
Munishamappa Layout Road,highway:residential,osm
Parijata Road,highway:residential,osm
Vasavi Temple Road,highway:secondary,osm
Parasmane Apartments,landuse:residential,osm
MBR Shangri La,landuse:residential,osm
BDA Indraprastha,landuse:residential,osm
9 Main Road,highway:tertiary,osm
31st B Cross Road,highway:residential,osm
Mango Garden Road,highway:residential,osm
"5th cross, new bank colony",highway:residential,osm
Okalipuram Flyover,highway:primary,osm
Binny Mill Police Quarters,landuse:residential,osm
N Street,highway:residential,osm
Alfred street,highway:residential,osm
Bride Street,highway:residential,osm
Sky Gardens Apartment,landuse:residential,osm
Ansal Apartments,landuse:residential,osm
Jal Vayu Heights,landuse:residential,osm
Deccan Habitat,landuse:residential,osm
Mantri Courtyard,landuse:residential,osm
Sattva Misty Charm,landuse:residential,osm
Shriram Symphony,landuse:residential,osm
Puravankara Provident Park Square,landuse:residential,osm
Shriram Surabhi,landuse:residential,osm
Gulmohar Lane,highway:residential,osm
Mahaveen Ranches,landuse:residential,osm
Sobha Silicon Oasis,landuse:residential,osm
Bren Imperia,landuse:residential,osm
RBD Stillwaters Apartments,landuse:residential,osm
SNN Raj Eternia,landuse:residential,osm
Devinarayan Lexington Terrace,landuse:residential,osm
Nikoo Homes II Apartments,landuse:residential,osm
DS Max Skycity,landuse:residential,osm
Mantri Energia,landuse:residential,osm
Assetz Homes Here and Now,landuse:residential,osm
Vasathi Avante Apartments,landuse:residential,osm
Purva Graces Apartments,landuse:residential,osm
Skyline Beverly Park,landuse:residential,osm
Arvind Sporcia,landuse:residential,osm
RMZ Latitude Residential,landuse:residential,osm
Sterling Gardens,landuse:residential,osm
Cantonment Railway Quarters,landuse:residential,osm
Prestige Pine View,landuse:residential,osm
Hoysala Apartments,landuse:residential,osm
Prestige Kenilworth,landuse:residential,osm
Prestige Exotica,landuse:residential,osm
The Embassy,landuse:residential,osm
Hebbala,highway:bus_stop,osm
P&T Quarters,landuse:residential,osm
Misty Valley Lane,highway:residential,osm
Century Park Apartments,landuse:residential,osm
Enessen Centreo,landuse:residential,osm
Sri Sai Layout Main Road,highway:residential,osm
BGS Road,highway:service,osm
Shani Mahatma Temple Road,highway:residential,osm
CDP Road,highway:residential,osm
Kevin Reddy Road,highway:service,osm
Vasathi Avante Apartments Road,highway:residential,osm
Sobha Palladian,landuse:residential,osm
Paranjape Windfields,landuse:residential,osm
Prestige Silversun,landuse:residential,osm
Sobha Bungalow,landuse:residential,osm
Adithi Elite,landuse:residential,osm
SLS Sunflower,landuse:residential,osm
Rohan Iksha,landuse:residential,osm
Prestige Summer Fields,landuse:residential,osm
1st A Road,highway:tertiary,osm
Karaga Subbiah Road,highway:residential,osm
BBV Drive,highway:service,osm
Godrej Air,landuse:residential,osm
93rd Cross Road,highway:residential,osm
94th Cross Road,highway:residential,osm
Hoysala Infantry Towers,landuse:residential,osm
King Street Road,highway:residential,osm
Library Street,highway:residential,osm
Muneshwaranagar 3rd Cross,highway:residential,osm
Muneshwaranagar 2nd Cross,highway:residential,osm
"1st Main, Sri Gayatri Layout",highway:residential,osm
Hulimavu Main Road,highway:residential,osm
Assetz Lumos,landuse:residential,osm
ITI Colony,landuse:residential,osm
Narayana Reddy Layout 4th Cross road,highway:residential,osm
WASA Layout 4th Cross road,highway:residential,osm
Janankshi Layout,highway:residential,osm
"Gururaj Layout, 5th Cross road",highway:residential,osm
Nisarga 4th Cross Road,highway:residential,osm
Lake Bay Road,highway:residential,osm
Club Avenue Road,highway:residential,osm
7th Main,highway:residential,osm
Bollineni SIlas,highway:residential,osm
Ms Janakiram Road,highway:residential,osm
21st B Cross Road,highway:residential,osm
Sri Tirumala Street,highway:residential,osm
Wasa Layout 1st.Cross road,highway:residential,osm
1st Main Road 4th Cross road,highway:residential,osm
Pattandur Agrahara 5th Cross Road,highway:residential,osm
14th Cross Road,highway:living_street,osm
sanjeeve royale apartment,landuse:residential,osm
Jain Heights - East Parade,landuse:residential,osm
A Narayanapura Main Road,highway:residential,osm
Thirumalaraaya Swamy Temple Road,highway:unclassified,osm
Suryakanti Road,highway:residential,osm
Ayodhyarama Road,highway:residential,osm
9th Cross Road Chikkiah Abba Reddy Line,highway:residential,osm
Mangammapalaya Road,highway:secondary,osm
Layout road,highway:residential,osm
Layout Road,highway:residential,osm
Lane 3 South,highway:residential,osm
Lane 4 South,highway:residential,osm
Renaissance Prospero,landuse:residential,osm
3 Main Road,highway:tertiary,osm
Innova College Road,highway:residential,osm
Akshay Road,highway:service,osm
Judicial Layout Railway Parallel Road,highway:tertiary,osm
connecting road,highway:residential,osm
Nilagiri Road,highway:residential,osm
HAL Ancillary Industrial Estate Road,highway:service,osm
Sobha Sunflower,landuse:residential,osm
Sobha Marvella,landuse:residential,osm
KPTCL Employees Quarters,landuse:residential,osm
NCBS Mandara Housing Complex,landuse:residential,osm
Sattva Aqua Vista,landuse:residential,osm
Prestige Elysian,landuse:residential,osm
Himagiri,place:neighbourhood,osm
SH3 Approach Road,highway:service,osm
Yeshwanthpura TTMC Bus Stand Road,highway:service,osm
Ele vana,landuse:residential,osm
Mahaveer Promenade,highway:residential,osm
Supertech Micasa,landuse:residential,osm
Salarpuria Sattva Northland,landuse:residential,osm
Dasappa Layout,landuse:residential,osm
Kanakashree Apartments,landuse:residential,osm
NVT Life Square,landuse:residential,osm
DSR Parkway,landuse:residential,osm
Woodsong Around the Mangoes,landuse:residential,osm
Adithi Bliss,landuse:residential,osm
Skanda Avani,landuse:residential,osm
Tridax,landuse:residential,osm
SSVR Laurel,landuse:residential,osm
Obel Villas,landuse:residential,osm
Hilife Pearl Shell,landuse:residential,osm
Cansa Dhiya,landuse:residential,osm
Davis Road,highway:residential,osm
Ajanta Apartments,landuse:residential,osm
Walking Path,highway:path,osm
Lake Entrance,highway:path,osm
Srushti Compound,landuse:residential,osm
Bloomfield Garden,landuse:residential,osm
SLS Sapphire,landuse:residential,osm
J S Sunflower,landuse:residential,osm
Ragigudda-Silk Board Integrated Flyover,highway:primary,osm
Pavani Divine,landuse:residential,osm
Elegant Springdale,landuse:residential,osm
Metropolitan Apartment,landuse:residential,osm
Spencer Court Apartment,landuse:residential,osm
DRDO Phase 2,landuse:residential,osm
Garvebhavi Palya Road,highway:residential,osm
Kristal Agate,landuse:residential,osm
SRPC Quarters,landuse:residential,osm
Varun Lotus Apartments,landuse:residential,osm
Sumukha Tropical Garden,landuse:residential,osm
Vaishnavi Gardenia,landuse:residential,osm
Ideal Carnation Apartments,landuse:residential,osm
Goyal Footprints,landuse:residential,osm
Krishna Northwoods,landuse:residential,osm
NAB building U turn,highway:service,osm
Raj Bhavan Road Cycle Lane,highway:path,osm
2nd Main Road,highway:primary_link,osm
Vaishnavi Oasis,landuse:residential,osm
Birla Apple Aroma,landuse:residential,osm
Sai Poorna Luxuria,landuse:residential,osm
Candeur Landmark,landuse:residential,osm
Sobha Dream Acres,landuse:residential,osm
L&T Raintree Boulevard,landuse:residential,osm
Ramakka Street,highway:residential,osm
Ananthapura Main Road,highway:tertiary,osm
Reddy Street,highway:residential,osm
Gowramma Street,highway:residential,osm
3rd A Cross Road,highway:secondary,osm
Allalasandra Main Road Flyover,highway:tertiary_link,osm
TJR Street,highway:residential,osm
Balaji Layout,highway:residential,osm
NCBS buggy road,highway:service,osm
14th Main,highway:residential,osm
32 Richmond,landuse:residential,osm
NCBS (Hole In the Wall),highway:path,osm
Clapham Street,highway:residential,osm
Zen Garden,landuse:residential,osm
Century Linea,landuse:residential,osm
2nd Cross St,highway:residential,osm
Malnad Regency,landuse:residential,osm
Crest Intimacy,landuse:residential,osm
Prestige Edwardian,landuse:residential,osm
Naidile hostel path,highway:path,osm
Cardinal One,landuse:residential,osm
Magadi Road,highway:tertiary,osm
Sobha Rajvilas,landuse:residential,osm
Gnanabharati Layout 2,landuse:residential,osm
Prasad Enclave,landuse:residential,osm
Sobha HRC Pristine,landuse:residential,osm
Cauvery Street,highway:residential,osm
4th Cross Road Road,highway:residential,osm
Nandini Street,highway:residential,osm
Andree Road Cross,highway:residential,osm
Norris Road,highway:residential,osm
MIA Road,highway:residential,osm
Lazar Road,highway:residential,osm
SKAV Aastha,landuse:residential,osm
Kingston Manor,landuse:residential,osm
Prestige Oakwood Apartments,landuse:residential,osm
Hare Krishna Road,highway:secondary_link,osm
High Point Apartments,landuse:residential,osm
Government Arts College Boys Hostel,landuse:residential,osm
Royal Residency,landuse:residential,osm
Raheja Haven,landuse:residential,osm
Residence of Commissioner of Police,landuse:residential,osm
Murugesh Mudaliar Road,highway:residential,osm
MS Palazzo Road,highway:residential,osm
MS Palazzo Apartments,landuse:residential,osm
ITPL Main Road,highway:primary,osm
Durga Coral Apartments,landuse:residential,osm
Vyalikaval Main Road,highway:tertiary,osm
3rd Cross Basappa Road,highway:residential,osm
O Block Approach Road,highway:residential,osm
Sarjapura Road,highway:primary_link,osm
Visalakshi Prakruthi,landuse:residential,osm
Ghar Apartments,landuse:residential,osm
Baiyyappanahalli Road,highway:residential,osm
Total Environment Footprints,landuse:residential,osm
Indiranagar Police Quarters,landuse:residential,osm
Bowring Hospital Road,highway:residential,osm
Cunningham Road,highway:unclassified,osm
Joseph Square,highway:footway,osm
Sankey Road Underpass,highway:tertiary,osm
Dayanand Pai House,landuse:residential,osm
Esteem Gardenia,landuse:residential,osm
Kumar iLife Urbana Apartments,landuse:residential,osm
Adarsh Palm Retreat Gulmohar,landuse:residential,osm
Vidyaranyapura Main Road,highway:secondary,osm
Ganga Road,highway:residential,osm
LuLu Global Mall Underpass,highway:service,osm
Basaveshwaranagar Flyover,highway:primary,osm
Manipal Vistas,landuse:residential,osm
Bannerghatta Road,highway:trunk_link,osm
MV Jayaram Road,highway:tertiary,osm
In That Quiet Earth - Total Environment,landuse:residential,osm
ISRO Slum,landuse:residential,osm
CiSTUP Internal Road,highway:service,osm
Internal Road,highway:service,osm
Ranka Plaza,landuse:residential,osm
Ranka D Paradise,landuse:residential,osm
Casurina Street,highway:residential,osm
Binny Crescent Road,highway:residential,osm
Dhobi Ghat,landuse:residential,osm
Kristal Tiara Internal road,highway:residential,osm
Narmada SHIG,landuse:residential,osm
Pavani Residency,landuse:residential,osm
Prestige D'Villa,landuse:residential,osm
NLSIU Road,highway:service,osm
Campbell Road,highway:tertiary,osm
Manikchand 117FF,landuse:residential,osm
Tejaswani Nagar Road,highway:residential,osm
Chawdeshri Layouts Road,highway:residential,osm
Vishwa Vihar,landuse:residential,osm
HAL Township,landuse:residential,osm
Sandeep Square Apartments,landuse:residential,osm
Bhavya Pristine,landuse:residential,osm
Sterling Ascentia,landuse:residential,osm
8 - B Cross Road,highway:residential,osm
Prestige Sunnyside Elm,landuse:residential,osm
Kadubisanahalli Main Road,highway:primary,osm
Sterling Sankey Court,landuse:residential,osm
Sankey Tank Road,highway:residential,osm
Jayanti Apartments,landuse:residential,osm
Ojus Apartments,landuse:residential,osm
Kinatukara Apartments,landuse:residential,osm
Prof. VG Kubair Apartments,landuse:residential,osm
E Park Road,highway:residential,osm
Bellandur Railway Station Road,highway:residential,osm
Atturu Lake Road,highway:tertiary,osm
Byrappa Road,highway:residential,osm
Salarpuria Sattva Anugraha,landuse:residential,osm
Shraddha Palmera,landuse:residential,osm
Brigade Sonata,landuse:residential,osm
Rashtrotthana Junction Flyover,highway:primary,osm
High Cliff,landuse:residential,osm
SLS Signature,landuse:residential,osm
Amsha Bhuvi,landuse:residential,osm
SV Brindhavan Apartments,landuse:residential,osm
Sampige Road,highway:secondary,osm
Silver Pearl,landuse:residential,osm
Skanda Nirvana,landuse:residential,osm
Innovative Oak Garden,landuse:residential,osm
Chourasia Pride,landuse:residential,osm
Sai Road,highway:residential,osm
Hayes Road,highway:tertiary,osm
Shivajinagar Bus Station Subway,highway:footway,osm
Fernville,landuse:residential,osm
Prestige Alcazar,landuse:residential,osm
Chandanna,landuse:residential,osm
GKVK Road Underpass,highway:secondary,osm
Embassy Eros,landuse:residential,osm
Jeevan Vihar - LIC VIP Guest House,landuse:residential,osm
HM Gladiolus,landuse:residential,osm
Star Market Road,highway:service,osm
KV Hebbal Staff Quarters,landuse:residential,osm
Melukote Apartments,landuse:residential,osm
Arcot House,landuse:residential,osm
Everest and Kailash Apartments,landuse:residential,osm
Kasturi Dhama Apartments,landuse:residential,osm
Veracious Park West,landuse:residential,osm
Hains Road,highway:tertiary,osm
Estella Maple Square,landuse:residential,osm
Frontier Heights,landuse:residential,osm
Brigade Cornerstone Utopia,landuse:residential,osm
SLS Sunrise,landuse:residential,osm
Mayfair Anthem,landuse:residential,osm
Sunshine Signature,landuse:residential,osm
Krishvi Dhavala,landuse:residential,osm
Amarthine,landuse:residential,osm
Puja Navarathna,landuse:residential,osm
Marvel Domicilia,landuse:residential,osm
Saroj Whitesands,landuse:residential,osm
The Central Regency Address,landuse:residential,osm
Valik Gardenia,landuse:residential,osm
Prestige Song of the South,landuse:residential,osm
RJ Brookesquare,landuse:residential,osm
Purvi Symphony,landuse:residential,osm
Salarpuria Sattva Cadenza,landuse:residential,osm
Buildwell Heights,landuse:residential,osm
JR Layout,landuse:residential,osm
Gunjurpalya Road,highway:tertiary,osm
Whistling Winds,landuse:residential,osm
BS Green,landuse:residential,osm
Kadabeesanahalli Main Road,highway:construction,osm
The Ripple,landuse:residential,osm
Symphony,landuse:residential,osm
Incor Carmel Heights,landuse:residential,osm
CMRS Royal Orchids,landuse:residential,osm
Samruddhi Uplands,landuse:residential,osm
Sumadhura Soham,landuse:residential,osm
Bhogganahalli Cross Road,highway:tertiary,osm
Krishvi Gavakshi,landuse:residential,osm
Varthur Road,highway:primary_link,osm
Varthuru Road,highway:primary,osm
Spectra Palmwoods,landuse:residential,osm
Amrutha Heights,landuse:residential,osm
Sigrolli Rayan Road,highway:residential,osm
Vijayasri Elixir,landuse:residential,osm
2nd Main Road,highway:unclassified,osm
Prestige Willow Tree,landuse:residential,osm
Prestige Primrose Hills,landuse:residential,osm
Pride Regalia,landuse:residential,osm
Sri Tirumala Sarovar Apartment,landuse:residential,osm
Navami Funique,landuse:residential,osm
Sonestaa Silver Oak,landuse:residential,osm
Vaswani Menlo Park,landuse:residential,osm
Sekhar Bellevue,landuse:residential,osm
Akshara Temple Tree,landuse:residential,osm
Vaswani Tranquil,landuse:residential,osm
Sobha Windsor,landuse:residential,osm
Prestige Park Square,landuse:residential,osm
Balaji Layout Road,highway:residential,osm
Vandana Tejyesh,landuse:residential,osm
Prakriti Enclave,landuse:residential,osm
Officer's Quarters,landuse:residential,osm
Samhita Greenwoods,landuse:residential,osm
Vaishnovi TNR,landuse:residential,osm
Parkia Path,highway:steps,osm
Sraddha Saphire,landuse:residential,osm
Meenakshi Layout,landuse:residential,osm
House of Hiranandani Queensgate,landuse:residential,osm
Lodha Mirabelle,landuse:residential,osm
YS Jagan Mohan Reddy House,landuse:residential,osm
Krishna Shelton,landuse:residential,osm
Lake Meadows,landuse:residential,osm
South Avenue,highway:residential,osm
Wilson Manor Apartments,landuse:residential,osm
KHB Quarters,landuse:residential,osm
Fifth Element,landuse:residential,osm
Evershine Vrindhavan,landuse:residential,osm
Prestige Boulevard,landuse:residential,osm
Prestige Fontaine Bleau,landuse:residential,osm
Prestige Dolce Vita,landuse:residential,osm
Senior Police Officer's Residential Complex,landuse:residential,osm
Renaissance Reserva,landuse:residential,osm
RGRHCL,landuse:residential,osm
Road,highway:residential,osm
Prestige Gulmohar,landuse:residential,osm
MIMS Habitat,landuse:residential,osm
Sobha Dream Gardens,landuse:residential,osm
Legacy Cirocco,landuse:residential,osm
Adarsh Palm Retreat Lakefront,landuse:residential,osm
Adarsh Palm Retreat Mayberry,landuse:residential,osm
Paradise Nest,landuse:residential,osm
Pride Orchid,landuse:residential,osm
The Five Summits Address,landuse:residential,osm
Sravya Flute 1,landuse:residential,osm
Amigo Cockburn,landuse:residential,osm
KR Puram Police Quarters,landuse:residential,osm
Ejipura Flyover (u/c),highway:construction,osm
Paresh Apartments,landuse:residential,osm
Margosa Court,landuse:residential,osm
Vaishnavi Symphony,landuse:residential,osm
Golden Nest Apartments,landuse:residential,osm
DSR White Lotus,landuse:residential,osm
SV Signature,landuse:residential,osm
Whitefield Road,highway:tertiary,osm
Hoodi Main Road,highway:unclassified,osm
Legacy Casero,landuse:residential,osm
Esencia,landuse:residential,osm
Renaissance Exotica,landuse:residential,osm
Sobha Palm Court,landuse:residential,osm
KPSC Vidhana Soudha Layout,landuse:residential,osm
Bren Lakeview,landuse:residential,osm
RMZ Sawaan,landuse:residential,osm
Nitesh Columbus Square,landuse:residential,osm
Peninsula Heights,landuse:residential,osm
GSP lab,highway:service,osm
Lakshminarayanapura Road,highway:residential,osm
Krishvi Wisteria,landuse:residential,osm
Rustum Bagh,landuse:residential,osm
B&B Opulent Spire,landuse:residential,osm
The Summit,landuse:residential,osm
Greenhall Residency,landuse:residential,osm
2nd Road,highway:unclassified,osm
Advaitha Aksha,landuse:residential,osm
KPWD Quarters,landuse:residential,osm
Anepalaya Main Road,highway:residential,osm
Esteem Classic,landuse:residential,osm
Durga Flute,landuse:residential,osm
Raja Ritz Avenue,landuse:residential,osm
Ashirwad Apartments,landuse:residential,osm
HAL Old Airport Road Underpass,highway:primary,osm
Aisshwarya Opulance,landuse:residential,osm
Brigade Bricklane,landuse:residential,osm
Rachenahalli Main Road,highway:residential,osm
Pattandur Agrahara Arunodya Road,highway:residential,osm
White Field Police Station Road,highway:residential,osm
Sri Sai Gokulam,landuse:residential,osm
Carmel Layout,landuse:residential,osm
2nd Road,highway:secondary_link,osm
2nd B Road,highway:unclassified,osm
16th Cross,highway:residential,osm
Meda Heights,landuse:residential,osm
Sabharwal House,landuse:residential,osm
VDB Cardinal,landuse:residential,osm
Aishwarya Apartments,landuse:residential,osm
Service Road,highway:trunk_link,osm
DNR Casablanca,landuse:residential,osm
Victorian Haven,highway:service,osm
SRS Main Road,highway:service,osm
Subhiksha Apartments Road,highway:residential,osm
Prestige Shangrila,landuse:residential,osm
Edward Road,highway:residential,osm
Queen's Corner Apartments,landuse:residential,osm
King's House,landuse:residential,osm
Landmark Apartments,landuse:residential,osm
RBI Office Quarters,landuse:residential,osm
Crescent Apartments,landuse:residential,osm
Global Village Road,highway:tertiary,osm
Skyline Residency,landuse:residential,osm
Manganahalli Road,highway:tertiary,osm
Vajram Newtown (u/c),landuse:residential,osm
Satwi's Thavil,landuse:residential,osm
Vaswani Whispering Palms,landuse:residential,osm
Uber Verdant 2,landuse:residential,osm
Purva Grande,landuse:residential,osm
Golden Orchid,landuse:residential,osm
Regency Violet,landuse:residential,osm
Total Environment Van Gogh's Garden,landuse:residential,osm
50 D Cross road,highway:living_street,osm
Landmark,landuse:residential,osm
Sri Renuka Nivasa,landuse:residential,osm
Rustumji Apartments,landuse:residential,osm
Aga Abdullah Street,highway:residential,osm
Pandurangashram,landuse:residential,osm
Brigade Regency,landuse:residential,osm
BHEL SBD Township B,landuse:residential,osm
C No.5th Street,highway:residential,osm
Basaveshwaranagar Main Road,highway:secondary,osm
81st Cross Road,highway:residential,osm
8th B Cross magadi road,highway:residential,osm
2B Cross Street,highway:residential,osm
Sovereign Unnathi,landuse:residential,osm
Asha Township,landuse:residential,osm
Miraya Rose,landuse:residential,osm
Sri M Thimmaiah Road,highway:secondary,osm
Bengaluru Business Corridor,highway:proposed,osm
Milkman A Street,highway:living_street,osm
Conservancy Lane,highway:pedestrian,osm
KSRTC Quarters,landuse:residential,osm
12th Cross Road,highway:living_street,osm
Hebbal Service Road towards Bengaluru,highway:trunk,osm
State Bank Road,highway:secondary,osm
Atal Bihari Vajpayee Walking Track,highway:footway,osm
Santrupthi Road,highway:residential,osm
6A Cross Road,highway:residential,osm
Sunset Avenue Road,highway:residential,osm
WASA Layout 2nd Cross road,highway:residential,osm
WASA Layout 3rd Cross road,highway:residential,osm
"11th Cross, Ambedkar Colony",highway:residential,osm
"5th Cross, Ambedkar Colony",highway:residential,osm
"2nd Cross, Ambedkar Colony",highway:residential,osm
1st C Cross Street,highway:residential,osm
275 8th B Cross road,highway:residential,osm
Synapse Nest,landuse:residential,osm
Admirality Square Dr,highway:residential,osm
9th Cross Sadashiva Nagar,highway:residential,osm
Kadamba Road,highway:residential,osm
Shakthi Highland Road,highway:service,osm
Yeshwantpur Railway Underbridge,highway:proposed,osm
Yeshwantpur Railway Quarters,landuse:residential,osm
Devasandra Main road,highway:secondary,osm
A Narayanapura Main Road,highway:tertiary,osm
Tippenahalli Main Road,highway:tertiary,osm
3rd Cross Road,highway:steps,osm
Dr. Rajkumar Underpass,highway:tertiary,osm
Rennaisance Bellevue,landuse:residential,osm
Hennuru Cross Road,highway:tertiary,osm
Parking Entry,highway:service,osm
Government Science College Boys' Hostel,landuse:residential,osm
Tent Road,highway:residential,osm
Model House Street,highway:footway,osm
Jain College Road,highway:service,osm
Srinagar - Kanyakumari Road,highway:tertiary,osm
TCM Royan Road,highway:secondary,osm
Krishnarajendra Road,highway:primary,osm
Ferrar Nagar Main Road,highway:tertiary,osm
BFT Road,highway:service,osm
7th Main Road,highway:unclassified,osm
KMF Hostel,landuse:residential,osm
Gurupreeth Residency,landuse:residential,osm
10th Cross Krishnappa Block(mcc Hanumanthayya Road),highway:residential,osm
"60 Feet Road, Pattegarara Palya Main Road",highway:tertiary,osm
Keerthi Krishna Viva,landuse:residential,osm
Alpine Eco Road,highway:tertiary,osm
VV Towers Plaza,highway:pedestrian,osm
Rajni Ashish Road,highway:residential,osm
Mohan Kumar Road,highway:residential,osm
Siddeshwara layout 4th cross,highway:residential,osm
Windsor Castle,landuse:residential,osm
Prestige Abshot,landuse:residential,osm
Cornwell Road,highway:residential,osm
Embassy Espana,landuse:residential,osm
3rd B Main Road,highway:living_street,osm
Shilpa Dacha,landuse:residential,osm
Park Square Avenue,landuse:residential,osm
IISc HE Quarters,landuse:residential,osm
Purva Westend,landuse:residential,osm
Pai Layout,place:locality,osm
RRBC Picasso,landuse:residential,osm
Godrej Eternity,landuse:residential,osm
Huriupete Road,highway:residential,osm
Iyengar Road,highway:tertiary,osm
Sobha Arena,landuse:residential,osm
Mantri Alpyne,landuse:residential,osm
Prestige Lake Ridge,landuse:residential,osm
Brigade 7 Gardens,landuse:residential,osm
Brigade Omega,landuse:residential,osm
Rohan Akriti Apartments,landuse:residential,osm
Golden Panorama,landuse:residential,osm
Sobha Forest Edge,landuse:residential,osm
Sterling Residency,landuse:residential,osm
Anriya Dwellington,landuse:residential,osm
Gowri Apartments,landuse:residential,osm
Greenergy,landuse:residential,osm
Arkavathy Layout 2nd Block,place:locality,osm
Valmark Apas,landuse:residential,osm
Munekolala Underpass,highway:tertiary,osm
Jyothi Woods,landuse:residential,osm
Inner Peripheral Ring Road,highway:construction,osm
Sumadhura Nandanam,landuse:residential,osm
Monarch Aqua,landuse:residential,osm
RJ Lake,landuse:residential,osm
Anandam Private Residences,landuse:residential,osm
GCN White Palms,landuse:residential,osm
Railway Officer's Enclave,landuse:residential,osm
Hulkul Residency,landuse:residential,osm
Nakshatra,landuse:residential,osm
Vajram Esteva,landuse:residential,osm
Srinivagilu Main Road,highway:secondary,osm
Trifecta Starlight,landuse:residential,osm
Minister's Quarters,landuse:residential,osm
Government Staff Quarters,landuse:residential,osm
Crescent Court,landuse:residential,osm
Vijay Kiran Apartments,landuse:residential,osm
SS Mansion,landuse:residential,osm
KHB Colony,landuse:residential,osm
Housing Board Colony,landuse:residential,osm
Railway Quarters NGEF,landuse:residential,osm
BMRCL Staff Quarters,landuse:residential,osm
Kadirayyanapalya Main Road,highway:living_street,osm
Floriana Estates,landuse:residential,osm
Kudremukh Colony,landuse:residential,osm
KSRP Senior Officer's Residential Quarters,landuse:residential,osm
Mantri Classic,landuse:residential,osm
Krishna Glade,landuse:residential,osm
Spartan Heights,landuse:residential,osm
Prestige Cedars,landuse:residential,osm
Manish Complex,landuse:residential,osm
Sudarshan Women's Hostel,landuse:residential,osm
Survey of India Quarters,landuse:residential,osm
Bens Royal Woods,landuse:residential,osm
Bens Blooming Valley,landuse:residential,osm
Brigade Parkside North,landuse:residential,osm
Renaissance Shanks Sunnyside,landuse:residential,osm
Shruthika Springfields,landuse:residential,osm
Parking Entry,highway:residential,osm
Parking Exit,highway:residential,osm
Tranquill at Brigade Cornerstone Utopia,landuse:residential,osm
Paradise at Brigade Cornerstone Utopia,landuse:residential,osm
Serene at Brigade Cornerstone Utopia,landuse:residential,osm
Eden at Brigade Cornerstone Utopia,landuse:residential,osm
