name,tag_type,source
21st Main Road,highway:tertiary,osm
Hosur Road,highway:primary,osm
Madiwala Sarjapura Road,highway:primary,osm
Kariyammana Agrahara Road,highway:residential,osm
Kaverinagar Main Road,highway:tertiary,osm
Adarsh Palm Meadows,landuse:residential,osm
MS Ramaiah Road,highway:residential,osm
BK Nagar Main Road,highway:tertiary,osm
Arya Lotus Apartments,landuse:residential,osm
Ittina Anu,landuse:residential,osm
Garuda Residency Apartments,landuse:residential,osm
Siddapura Road,highway:tertiary,osm
Renaissance Jagriti,landuse:residential,osm
Kadamba Path,highway:path,osm
TATA Sherwood Apartments,landuse:residential,osm
Vijetha Elysium,landuse:residential,osm
Chaitanya Oakville Villas,landuse:residential,osm
Hyde Park Villas,landuse:residential,osm
Jatti Dwarakamai Villas,landuse:residential,osm
Ittina Arni Apartments,landuse:residential,osm
Keerthi Signature,landuse:residential,osm
Citilights Rustique Apartments,landuse:residential,osm
Prestige Bougainvillea,landuse:residential,osm
Dr. Rajkumar Road,highway:secondary,osm
Nandini Layout Road,highway:secondary,osm
K B Venkatesh Road,highway:tertiary,osm
2nd Road,highway:secondary,osm
7th Road,highway:tertiary,osm
Nitesh Hyde Park Apartments,landuse:residential,osm
Mantri Residency,landuse:residential,osm
Prestige Notting Hill,landuse:residential,osm
Klassik Benchmark,landuse:residential,osm
Purva Skywood Apartments,landuse:residential,osm
Mahaveer Ridge Apartments,landuse:residential,osm
Sobha Suncrest Apartments,landuse:residential,osm
Sobha Sunscape Apartments,landuse:residential,osm
Sobha Forest View Apartments,landuse:residential,osm
Whispering Winds Main Road,highway:residential,osm
Victorian View Layout,highway:residential,osm
WhiteField  - Hoskote Road,highway:primary,osm
Kadugodi Railway Bridge,highway:primary,osm
Kadugodi Main Road,highway:primary,osm
Sumadhura Anandam,landuse:residential,osm
Sobha Sunbeam-I Apartments,landuse:residential,osm
Sobha Sunbeam-II Apartments,landuse:residential,osm
Sobha Chrysanthemum Apartments,landuse:residential,osm
Sobha Ruby Apartments,landuse:residential,osm
Sobha Althea Apartments,landuse:residential,osm
Sobha Azalea Row Houses,landuse:residential,osm
Pebble Bay Apartments,landuse:residential,osm
Whispering Meadows Apartments,landuse:residential,osm
Goshala Road,highway:tertiary,osm
Star Circle Underpass,highway:primary,osm
Magadi Road Tollgate Underpass,highway:primary,osm
WOC,highway:tertiary,osm
Kengeri Flyover,highway:primary,osm
Kengeri Main Road Flyover,highway:primary,osm
Bangalore-Mysore Road,highway:trunk,osm
Ranka Heights Apartments,landuse:residential,osm
Ranka Nest Apartments,landuse:residential,osm
Rajajinagar Entrance Underpass,highway:secondary,osm
Vatal Nagaraj Road,highway:secondary_link,osm
Puttaswamy Road,highway:secondary,osm
60th Cross Road,highway:residential,osm
48th Cross Road,highway:residential,osm
49th Cross Road,highway:residential,osm
Vaswani Bel Air Villas,landuse:residential,osm
Holiday Village Road,highway:tertiary,osm
Mahaveer Marvel Apartments,landuse:residential,osm
Radiant Enclave Apartments,landuse:residential,osm
Godrej Woodsman Estate Apartments,landuse:residential,osm
Amruth Nagar Main Road,highway:tertiary,osm
Kendriya Vihar Apartments,landuse:residential,osm
Nitesh Central Park Apartments,landuse:residential,osm
Mantri Tranquil Apartments,landuse:residential,osm
Suraj Ganga Socrates Apartments,landuse:residential,osm
Mantri Paradise,landuse:residential,osm
Mantri Terrace Apartments,landuse:residential,osm
Epitome Crowne Apartments,landuse:residential,osm
Kristal Dolomite Apartments,landuse:residential,osm
Gopalan Jewels Apartments,landuse:residential,osm
Gopalan Temple Trees Apartments,landuse:residential,osm
Purva Belmont Apartments,landuse:residential,osm
NCC Nagarjuna Premier Apartments,landuse:residential,osm
Maya Indraprastha Apartments,landuse:residential,osm
Ranka Corner Apartments,landuse:residential,osm
Sterling Sharda Nivas,landuse:residential,osm
Gopalan Admiralty Square Apartments,landuse:residential,osm
Gopalan Manor Apartments,landuse:residential,osm
Gopalan Admiralty Avenue Apartments,landuse:residential,osm
SJR Luxuria Apartments,landuse:residential,osm
Gopalan Urban Woods Row Houses,landuse:residential,osm
Sobha Cinnamon & Sobha Saffron,landuse:residential,osm
Oxford Manor Flats,landuse:residential,osm
36th Cross Road,highway:secondary,osm
Rohan Mihira,landuse:residential,osm
1st Cross Road,highway:unclassified,osm
Yellamma Temple Road,highway:residential,osm
Sun City Euphoria,landuse:residential,osm
Mahantha Layout Road,highway:residential,osm
Nagaraja Layout Road,highway:residential,osm
Sameerapura Main Road,highway:residential,osm
Church Street,highway:residential,osm
BWSSB Pipeline Track,highway:tertiary,osm
BWSSB Pipeline track,highway:tertiary,osm
Krumbiegal Road,highway:secondary,osm
Bhoruka Drive Way,highway:service,osm
Sangolli Rayanna Road,highway:tertiary,osm
Divyashree Technopark Road,highway:tertiary,osm
Sobha Petunia Access Road,highway:residential,osm
Govindapura Road,highway:tertiary,osm
John Armstrong Road,highway:tertiary,osm
S G R Dental College Road,highway:tertiary,osm
Inner Peripheral Ring Road,highway:primary,osm
Prestige Ozone,landuse:residential,osm
Nusa Dua,landuse:residential,osm
Nisarga Layout 1st Main Road,highway:residential,osm
Rainbow Drive Layout,landuse:residential,osm
Sumadhura Sawan,landuse:residential,osm
S. K. Temple Road,highway:tertiary,osm
Main Road,highway:tertiary,osm
Diesel Loco Shed Road,highway:tertiary,osm
SGT Goods Shed Road,highway:service,osm
Seegehalli Main Road,highway:tertiary,osm
West End Road,highway:service,osm
7th Cross Road,highway:service,osm
1st Cross Road,highway:service,osm
4th Cross Road,highway:service,osm
2nd Cross Road,highway:service,osm
6th Cross Road,highway:service,osm
8th Cross Road,highway:service,osm
5th Cross Road,highway:service,osm
HLRC Road,highway:residential,osm
Skylark Arcadia Villas,landuse:residential,osm
Electronic City Flyover,highway:motorway,osm
Magadi Road Exit,highway:motorway_link,osm
Container Corporation Road,highway:service,osm
Dinnur Main Road,highway:tertiary,osm
A K Gopalan Main Road,highway:tertiary,osm
Pattandur Agrahara - 2nd Cross Road,highway:residential,osm
8,highway:residential,osm
Gottigere Main Road,highway:tertiary,osm
Kembathalli Main Road,highway:tertiary,osm
Vithola Apartments,landuse:residential,osm
Rohan Ashima Apartments,landuse:residential,osm
Indus Signature Apartments,landuse:residential,osm
17th F Cross,highway:residential,osm
Kadirayyanapalya Main Road,highway:residential,osm
17th E Cross,highway:residential,osm
DCA Quarters,landuse:residential,osm
BDA MIG Flats,landuse:residential,osm
ISRO Newland Housing Colony,place:locality,osm
DAD Quarters,landuse:residential,osm
Columbia International School Road,highway:residential,osm
Orchard Green,landuse:residential,osm
Victorian Haven Apartments,landuse:residential,osm
Domlur Double Road,highway:residential,osm
Domlur Water Tank Road,highway:residential,osm
Queen's Road,highway:secondary,osm
Pattandur Agrahara 1st Main Road,highway:residential,osm
Surakshaa Fair View Ville,landuse:residential,osm
ND Passion Apartments,landuse:residential,osm
Sobha Daffodil Apartments,landuse:residential,osm
Krishna Singh Lane,highway:residential,osm
Dharmaraya Temple Road,highway:secondary,osm
Sultanpete Main Road,highway:tertiary,osm
Dickenson Road,highway:residential,osm
Mamulpet Road,highway:tertiary,osm
Old Taluk Cutchery Road,highway:tertiary,osm
Green Garden Layout Road,highway:residential,osm
Police Station Road,highway:tertiary,osm
Green Leaf Layout,highway:residential,osm
Martin's Road,highway:residential,osm
Gurappa Avenue,highway:residential,osm
King Street,highway:residential,osm
Albert Street,highway:residential,osm
Midford Garden Road,highway:unclassified,osm
Tulsi Theatre Road,highway:tertiary,osm
Vanshee Richfields,landuse:residential,osm
Krishna Rao Sindhya Road,highway:residential,osm
"Police Quarters, Jakkasandra",landuse:residential,osm
8th C Cross Road,highway:residential,osm
KempFort Apartments,landuse:residential,osm
CPWD Quarters,landuse:residential,osm
Ajja Ajji Walking Track,highway:pedestrian,osm
Pappiya Reddy Lane,highway:residential,osm
G 8th street,highway:residential,osm
16E Cross,highway:residential,osm
Sadarmangala Road,highway:path,osm
Sadarmangala Road,highway:unclassified,osm
Pride Apartments,landuse:residential,osm
Annapoorneshwarinagar Main Road,highway:tertiary,osm
Malagala Main Road,highway:tertiary,osm
Amma Ashrama Main Road,highway:tertiary,osm
Manganahalli Road,highway:secondary,osm
100 Feet Road,highway:secondary,osm
Nagarabhavi Circle Flyover,highway:trunk,osm
Ullal Main Road,highway:residential,osm
NGEF Layout Road,highway:tertiary,osm
4th Block Main Road,highway:tertiary,osm
6th Temple Street,highway:residential,osm
Benson Road,highway:residential,osm
12th C Cross Road,highway:residential,osm
Panchavati,landuse:residential,osm
New Horizon College Road,highway:primary,osm
Prestige Shantiniketan Outer Road,highway:residential,osm
Rajarajeshwari Nivasa,landuse:residential,osm
Meenakshi Residency,landuse:residential,osm
Mantri Premero,landuse:residential,osm
Rainbow Residency Main Road,highway:residential,osm
6th Avenue,highway:residential,osm
9th Avenue,highway:residential,osm
5th Avenue,highway:residential,osm
7th Avenue,highway:residential,osm
8th Avenue,highway:residential,osm
11th Avenue,highway:residential,osm
10th Avenue,highway:residential,osm
14th Avenue,highway:residential,osm
13th Avenue,highway:residential,osm
12th Avenue,highway:residential,osm
19th Avenue,highway:residential,osm
Manar Silver Shadow Apartments,landuse:residential,osm
Nobert Church Road,highway:residential,osm
Sri Ganesh PG Road,highway:residential,osm
Golden Woods Row Houses,landuse:residential,osm
Oceanus Monarda,landuse:residential,osm
Coronet Green Apartments,landuse:residential,osm
Silver Oak Marg,highway:service,osm
Gokulam Apartments,landuse:residential,osm
4th Main Road BSK 5 Stage,highway:residential,osm
9B Cross Devarakere,highway:residential,osm
3rd Cross Road Bsk 5th Stage,highway:residential,osm
Sriram Spurthi,landuse:residential,osm
Sai Poorna High End,landuse:residential,osm
SLS Serenity Apartments,landuse:residential,osm
Sterling Shalom,landuse:residential,osm
Gopalan Aristocrat Apartments,landuse:residential,osm
Jal Vayu Towers,landuse:residential,osm
BVL Serene Apartments,landuse:residential,osm
Satko Palm Tree,landuse:residential,osm
Skylark Esta,landuse:residential,osm
Pavani Prestige,landuse:residential,osm
Boganahalli Road,highway:tertiary,osm
SJR Watermark,landuse:residential,osm
NR Colony Main Road,highway:tertiary,osm
Shivalingaiah Road,highway:tertiary,osm
Lake View Road,highway:residential,osm
49th Main Road,highway:residential,osm
69th Main Road,highway:residential,osm
Brigade Millenium Road,highway:tertiary,osm
Paduka Mandira Road,highway:tertiary,osm
Kuvempu Nagara Main Road,highway:tertiary,osm
Sri Raghavendra Swani Road,highway:tertiary,osm
HM World City,landuse:residential,osm
33rd Main Road,highway:tertiary,osm
Golden Palms Apartments,landuse:residential,osm
L&T South City,landuse:residential,osm
Tippasandra Road,highway:tertiary,osm
kothanur Main Road,highway:tertiary,osm
Krishvi Orange Tree,landuse:residential,osm
Plama Heights Apartments,landuse:residential,osm
50th Main Road,highway:residential,osm
47th Cross Road,highway:residential,osm
4th C Main Road,highway:residential,osm
52nd Main Road,highway:residential,osm
2nd Cross Road BSK 5th Stage,highway:residential,osm
51st Main Road,highway:residential,osm
53rd Main Road,highway:residential,osm
BTS Main Road,highway:tertiary,osm
1st Main Mico Layout,highway:tertiary,osm
Arekere Main Road,highway:residential,osm
M Viswesvaraya Road,highway:tertiary,osm
8th Main,highway:residential,osm
Arekere Main Road,highway:tertiary,osm
Sraddha Silver Spring,landuse:residential,osm
Nandi Gardens Apartments (Phase-1),landuse:residential,osm
Nandi Garden Apartments (Phase-2),landuse:residential,osm
IMG Elite Apartments,landuse:residential,osm
White Acres Residential Villas,landuse:residential,osm
Pashmina Waterfront Apartments,landuse:residential,osm
Jeevith Gardens Road,highway:residential,osm
Deccan Fields,landuse:residential,osm
SJR Spencer,landuse:residential,osm
Ramaiah Reddy Lane,highway:residential,osm
Bhadra Brookefields,landuse:residential,osm
Sobha Lotus,landuse:residential,osm
Sobha Daisy,landuse:residential,osm
Citylights Liberty,landuse:residential,osm
Kundalahalli Underpass,highway:primary,osm
Channasandra Main Road,highway:tertiary,osm
Cashew Drive,highway:residential,osm
Chaithanya Armadale,landuse:residential,osm
Channasandra Main Road,highway:secondary,osm
Honge Avenue,highway:residential,osm
Jacaranda Avenue,highway:residential,osm
Krishna Brookefields,landuse:residential,osm
Citilights Knights Bridge Apartments,landuse:residential,osm
Renaissance Rainbow Apartments,landuse:residential,osm
Gopalan Apartments,landuse:residential,osm
Prestige Shantiniketan Residential Complex,landuse:residential,osm
Brigade Metropolis,landuse:residential,osm
10 B Cross,highway:tertiary,osm
Bhairaveshwara Temple Road,highway:residential,osm
Balaji Sapthagiri,landuse:residential,osm
Prism Sovereign,landuse:residential,osm
Shraddha Vrindavan Apartments,landuse:residential,osm
5th Cross,highway:residential,osm
Ramesh Nagar 1st Main Road,highway:residential,osm
Vibuthipura Main Road,highway:tertiary,osm
Boothiah Lane 3rd Cross,highway:residential,osm
Church Road,highway:residential,osm
7th A Main,highway:residential,osm
Sri Devi Karumariamman Temple Street,highway:residential,osm
G. R. Tech Park Road,highway:residential,osm
Karnataka State Reserve Police 9th Battalion,landuse:residential,osm
10th Cross,highway:residential,osm
Agara Lake Trail,highway:footway,osm
Acacia Avenue,highway:residential,osm
Varthur Lake Road,highway:primary,osm
Shriram Spandana Apartments,landuse:residential,osm
Vayu Vihar,landuse:residential,osm
E Cross Road,highway:residential,osm
1st Main 3rd Cross,highway:residential,osm
D Cross Road,highway:residential,osm
4th Road,highway:residential,osm
MCECHS Layout Main Road,highway:secondary,osm
1 A Cross BEL 6th Block Road,highway:residential,osm
3rd Road,highway:residential,osm
5th Road,highway:residential,osm
8th Road,highway:residential,osm
2nd Road,highway:residential,osm
Residency Road,highway:primary,osm
Mutsandra Main Road,highway:tertiary,osm
Madhuranagara Colony,place:locality,osm
HAL Employees Quarters,landuse:residential,osm
Shivanapalya Road,highway:tertiary,osm
Purva Highlands Apartments,landuse:residential,osm
Vakil Garden City,landuse:residential,osm
Suvidha Retirement Village,landuse:residential,osm
19th C Cross,highway:residential,osm
19th D Cross Road,highway:residential,osm
2nd Cross Street,highway:residential,osm
Bright Way School Main Road,highway:residential,osm
Chikkalasandra Main Road,highway:tertiary,osm
Garden School Road,highway:residential,osm
"4th Cross, Balaji Nagar",highway:residential,osm
Freesia Boulevard,highway:residential,osm
Trinity Meadows Apartments,landuse:residential,osm
Lane 11,highway:residential,osm
Lane 1,highway:residential,osm
Lane 6,highway:residential,osm
Lane 5,highway:residential,osm
Lane 9,highway:residential,osm
Lane 2,highway:residential,osm
Lane 8,highway:residential,osm
Lane 7,highway:residential,osm
Lane 10,highway:residential,osm
Lane 3,highway:residential,osm
Lane 4,highway:residential,osm
Rose Garden Road,highway:tertiary,osm
Old Mangammanapalya Road,highway:tertiary,osm
Hosapalya Main Road,highway:tertiary,osm
SLV Temple Road,highway:unclassified,osm
Alpine Park Apartments,landuse:residential,osm
